yearmonth,Sum of fare_amount
30483886,17.5
30550200,17.5
30569634,17.5
30696587,17.5
30795997,17.5
30873133,17.5
30993352,17.5
31095285,17.5
31271436,17.5
31349148,17.5
31377183,17.5
31383776,17.5
31425580,17.5
31466683,17.5
31478178,17.5
31652196,17.5
31711785,17.5
31808358,17.5
31835317,17.5
31849002,17.5
31860257,17.5
31879840,17.5
31896387,17.5
31912936,17.5
31922793,17.5
31991999,17.5
32000475,17.5
32011349,17.5
32022703,17.5
32041097,17.5
32109087,17.5
32113747,17.5
32267851,17.5
32380043,17.5
32381110,17.5
32483555,17.5
32584032,17.5
32662015,17.5
32775652,17.5
32783406,17.5
32827503,17.5
32876532,17.5
32883885,17.5
32908255,17.5
32942307,17.5
33019832,17.5
33031244,17.5
33141973,17.5
33210794,17.5
33256446,17.5
33265006,17.5
33390912,17.5
33780660,17.5
33807836,17.5
33912650,17.5
34032795,17.5
34108714,17.5
34113489,17.5
34260144,17.5
34327420,17.5
34367965,17.5
34374903,17.5
34384463,17.5
34461275,17.5
34595149,17.5
34623669,17.5
34740604,17.5
34741848,17.5
34774840,17.5
34895036,17.5
35053991,17.5
35111890,17.5
35212193,17.5
35229425,17.5
35455764,17.5
35510980,17.5
35525153,17.5
35556035,17.5
35877894,17.5
35953625,17.5
36106586,17.5
36125284,17.5
36127786,17.5
36422812,17.5
36505691,17.5
36743536,17.5
36751111,17.5
36759044,17.5
36819742,17.5
36876255,17.5
36919865,17.5
36980172,17.5
37012994,17.5
37057770,17.5
37199858,17.5
37233291,17.5
37235452,17.5
37291071,17.5
37326958,17.5
37341740,17.5
37440082,17.5
37453205,17.5
37576510,17.5
37636478,17.5
37683674,17.5
37685588,17.5
37690762,17.5
37717249,17.5
37787026,17.5
37971699,17.5
38119264,17.5
38167534,17.5
38680061,17.5
38752785,17.5
39115693,17.5
39188828,17.5
39364035,17.5
39551051,17.5
39560975,17.5
39666353,17.5
39703526,17.5
39741430,17.5
39798660,17.5
39839044,17.5
39888629,17.5
39893713,17.5
39894240,17.5
39942101,17.5
39976611,17.5
39982705,17.5
40010496,17.5
40077219,17.5
40125822,17.5
40484631,17.5
40486782,17.5
40573087,17.5
40594365,17.5
40701811,17.5
40709903,17.5
40845608,17.5
40871496,17.5
40902105,17.5
40959439,17.5
41150840,17.5
41159754,17.5
41254520,17.5
41352131,17.5
41402887,17.5
41421421,17.5
41460993,17.5
41479243,17.5
41499199,17.5
41628027,17.5
41698362,17.5
41962684,17.5
42190263,17.5
42234176,17.5
42234193,17.5
42324292,17.5
42478435,17.5
42510766,17.5
42603863,17.5
42619536,17.5
42692400,17.5
42799685,17.5
42824998,17.5
42966108,17.5
42967632,17.5
43023721,17.5
43388213,17.5
43484443,17.5
43488500,17.5
43532842,17.5
43588413,17.5
43589578,17.5
43718371,17.5
43806645,17.5
43942331,17.5
44365612,17.5
44365616,17.5
44432943,17.5
44460528,17.5
44544496,17.5
44578615,17.5
44720838,17.5
44795699,17.5
44802529,17.5
44850311,17.5
44868120,17.5
44893808,17.5
44933183,17.5
44938006,17.5
44948605,17.5
44975789,17.5
45137105,17.5
45163539,17.5
45167593,17.5
45186757,17.5
45228211,17.5
45241424,17.5
45259599,17.5
45304396,17.5
45425267,17.5
45435577,17.5
45503547,17.5
45570534,17.5
45682022,17.5
45731335,17.5
45747226,17.5
45892424,17.5
45902569,17.5
45990879,17.5
46006553,17.5
46009128,17.5
46058155,17.5
46189189,17.5
46189763,17.5
46263930,17.5
46267136,17.5
46308534,17.5
46354123,17.5
46355341,17.5
46357837,17.5
46358432,17.5
46434839,17.5
46487554,17.5
46557385,17.5
46596677,17.5
46626050,17.5
46629721,17.5
46682007,17.5
46720073,17.5
46739753,17.5
46812503,17.5
46859842,17.5
47159332,17.5
47172720,17.5
47195093,17.5
47202053,17.5
47319135,17.5
47524213,17.5
47668039,17.5
47942242,17.5
48000792,17.5
48001119,17.5
48064561,17.5
48084857,17.5
48094198,17.5
48138118,17.5
48199549,17.5
48312587,17.5
48362032,17.5
48392591,17.5
48446679,17.5
48506725,17.5
48530335,17.5
48631023,17.5
48650031,17.5
48708004,17.5
48730246,17.5
48793447,17.5
48806630,17.5
48869025,17.5
48961975,17.5
49056695,17.5
49064246,17.5
49105684,17.5
49155304,17.5
49223390,17.5
49302528,17.5
49469201,17.5
49595169,17.5
49835811,17.5
49846543,17.5
49913171,17.5
49930760,17.5
50050811,17.5
50140953,17.5
50186972,17.5
50262723,17.5
50278096,17.5
50330524,17.5
50369033,17.5
50385397,17.5
50407429,17.5
50427641,17.5
50476095,17.5
50518159,17.5
50533182,17.5
50594457,17.5
50624673,17.5
50660031,17.5
50765824,17.5
50794942,17.5
50827515,17.5
50887917,17.5
50917806,17.5
50932676,17.5
50949479,17.5
51131175,17.5
51162287,17.5
51180278,17.5
51204975,17.5
51242492,17.5
51315444,17.5
51383811,17.5
51462662,17.5
51496705,17.5
51561088,17.5
51727293,17.5
51767976,17.5
51812053,17.5
51978877,17.5
51984592,17.5
52006370,17.5
52021440,17.5
52171803,17.5
52188489,17.5
52219048,17.5
52233077,17.5
52246721,17.5
52247330,17.5
52292046,17.5
52526854,17.5
52631667,17.5
52657246,17.5
52755295,17.5
52928570,17.5
52974238,17.5
53003699,17.5
53064810,17.5
53094967,17.5
53097631,17.5
53102094,17.5
53168531,17.5
53200230,17.5
53204933,17.5
53227209,17.5
53283947,17.5
53331364,17.5
53389092,17.5
53414555,17.5
53452732,17.5
53535919,17.5
53553374,17.5
53583234,17.5
53726884,17.5
53739810,17.5
53743218,17.5
53749112,17.5
53771609,17.5
53959374,17.5
53997424,17.5
54103311,17.5
54226504,17.5
54232977,17.5
54327245,17.5
54364434,17.5
54392072,17.5
54465152,17.5
54590425,17.5
54714798,17.5
54745862,17.5
54760373,17.5
54775629,17.5
54811412,17.5
54884610,17.5
54953628,17.5
54999410,17.5
55004499,17.5
55156911,17.5
55158518,17.5
55170536,17.5
55317819,17.5
55347490,17.5
55383814,17.5
9844011,17.47
53959177,17.47
596442,17.4
3074864,17.4
9966404,17.4
13110103,17.4
18063925,17.4
22543193,17.4
24843192,17.4
25201906,17.4
30319694,17.4
42630801,17.4
45668558,17.4
48366888,17.4
1785243,17.33
34550228,17.33
38933719,17.33
39067095,17.33
52221138,17.33
211556,17.3
313171,17.3
454838,17.3
528813,17.3
547108,17.3
554577,17.3
561092,17.3
650212,17.3
655086,17.3
656114,17.3
682588,17.3
788180,17.3
821269,17.3
864007,17.3
867289,17.3
916368,17.3
941400,17.3
1034674,17.3
1124839,17.3
1130726,17.3
1138269,17.3
1244385,17.3
1245812,17.3
1275449,17.3
1352071,17.3
1407113,17.3
1484091,17.3
1538512,17.3
1679115,17.3
1735360,17.3
2054981,17.3
2114830,17.3
2189830,17.3
2202159,17.3
2341791,17.3
2374322,17.3
2813111,17.3
2820569,17.3
3102069,17.3
3133042,17.3
3239949,17.3
3341112,17.3
3527709,17.3
3587367,17.3
3589818,17.3
3599773,17.3
3604965,17.3
3673014,17.3
3758051,17.3
3779106,17.3
3889348,17.3
3987746,17.3
4039736,17.3
4051974,17.3
4101306,17.3
4322830,17.3
4333584,17.3
4395236,17.3
4412826,17.3
4423819,17.3
4429366,17.3
4545128,17.3
4706386,17.3
4889865,17.3
5229152,17.3
5323063,17.3
5557771,17.3
5609966,17.3
5825338,17.3
5848445,17.3
5908351,17.3
6062407,17.3
6071210,17.3
6117518,17.3
6237422,17.3
6266336,17.3
6291029,17.3
6303117,17.3
6441170,17.3
6474718,17.3
6537080,17.3
6579578,17.3
6643854,17.3
6652677,17.3
6669570,17.3
6686949,17.3
6866991,17.3
6886592,17.3
6986748,17.3
7450574,17.3
7452840,17.3
7482135,17.3
7646772,17.3
7676367,17.3
7902018,17.3
8033382,17.3
8056394,17.3
8177512,17.3
8331461,17.3
8435212,17.3
8612819,17.3
8632812,17.3
8703857,17.3
8930391,17.3
8971856,17.3
9070985,17.3
9180363,17.3
9375365,17.3
9377232,17.3
9456913,17.3
9567560,17.3
9889609,17.3
9951925,17.3
10007016,17.3
10042254,17.3
10134059,17.3
10262891,17.3
10313999,17.3
10428776,17.3
10604352,17.3
10629356,17.3
10783888,17.3
11115964,17.3
11326074,17.3
11352489,17.3
11372960,17.3
11440350,17.3
11447532,17.3
11465390,17.3
11479225,17.3
11580838,17.3
11632182,17.3
11632637,17.3
11666805,17.3
11777504,17.3
11787082,17.3
11895531,17.3
12337317,17.3
12341250,17.3
12346884,17.3
12363093,17.3
12433296,17.3
12456447,17.3
12501998,17.3
12807233,17.3
12847984,17.3
12986355,17.3
13029177,17.3
13383093,17.3
13399039,17.3
13451245,17.3
13566646,17.3
13572306,17.3
13603654,17.3
13690832,17.3
13712575,17.3
13718753,17.3
13727534,17.3
13868784,17.3
13926408,17.3
13981855,17.3
14048453,17.3
14084169,17.3
14184803,17.3
14244642,17.3
14554526,17.3
14567337,17.3
14709123,17.3
14960347,17.3
14966728,17.3
14974357,17.3
15068593,17.3
15084460,17.3
15268847,17.3
15311588,17.3
15350346,17.3
15384267,17.3
15514715,17.3
15515287,17.3
15533144,17.3
15879494,17.3
16033023,17.3
16098013,17.3
16109378,17.3
16168196,17.3
16169874,17.3
16450230,17.3
16471600,17.3
16552201,17.3
16609231,17.3
16656932,17.3
16703641,17.3
16766212,17.3
16993984,17.3
17091478,17.3
17119899,17.3
17208363,17.3
17231689,17.3
17232165,17.3
17253581,17.3
17379011,17.3
17388008,17.3
17510476,17.3
17960919,17.3
18074236,17.3
18245106,17.3
18271333,17.3
18387654,17.3
18453328,17.3
18554509,17.3
18588657,17.3
18732414,17.3
18835664,17.3
19328217,17.3
19371975,17.3
19429830,17.3
19572688,17.3
19576867,17.3
19580222,17.3
19711070,17.3
19721639,17.3
19773627,17.3
19875365,17.3
20043392,17.3
20147889,17.3
20443808,17.3
20495322,17.3
20555213,17.3
20568235,17.3
20744518,17.3
20922126,17.3
20951619,17.3
20962472,17.3
21044087,17.3
21056353,17.3
21491728,17.3
21500455,17.3
21607843,17.3
21759038,17.3
21816491,17.3
22088087,17.3
22105237,17.3
22184859,17.3
22218508,17.3
22266897,17.3
22305331,17.3
22554808,17.3
22656874,17.3
22684137,17.3
22965310,17.3
23038400,17.3
23083436,17.3
23113574,17.3
23128417,17.3
23336886,17.3
23390972,17.3
23603592,17.3
23612631,17.3
23694912,17.3
23717331,17.3
24038744,17.3
24122045,17.3
24260734,17.3
24778276,17.3
24920878,17.3
24957205,17.3
24958509,17.3
24988999,17.3
25033679,17.3
25201956,17.3
25247704,17.3
25418525,17.3
25452760,17.3
25493159,17.3
25577870,17.3
25733422,17.3
25807448,17.3
25850434,17.3
25986202,17.3
26002893,17.3
26158582,17.3
26176365,17.3
26185845,17.3
26218481,17.3
26305621,17.3
26736193,17.3
27112570,17.3
27119922,17.3
27120138,17.3
27197713,17.3
27256657,17.3
27274767,17.3
27316915,17.3
27357298,17.3
27359963,17.3
27398086,17.3
27410863,17.3
27471656,17.3
27510249,17.3
27592769,17.3
27778085,17.3
27785595,17.3
27811648,17.3
27961674,17.3
28086041,17.3
28217023,17.3
28241127,17.3
28384721,17.3
28455742,17.3
28674434,17.3
28767099,17.3
28786003,17.3
28807443,17.3
29046474,17.3
29071605,17.3
29106959,17.3
29207406,17.3
29223248,17.3
29270264,17.3
29319611,17.3
29702970,17.3
29954161,17.3
29978401,17.3
29980439,17.3
30079156,17.3
30299643,17.3
30358098,17.3
30403093,17.3
30505538,17.3
30595310,17.3
30633911,17.3
30636143,17.3
30780794,17.3
30790118,17.3
31111665,17.3
31305028,17.3
31455484,17.3
31495534,17.3
31571046,17.3
31691692,17.3
31792302,17.3
31987824,17.3
32095133,17.3
32332422,17.3
32414080,17.3
32560381,17.3
32572677,17.3
32615863,17.3
32643179,17.3
32657295,17.3
32748579,17.3
32896390,17.3
33103382,17.3
33125814,17.3
33143280,17.3
33204267,17.3
33219075,17.3
33678479,17.3
33727608,17.3
34030248,17.3
34141615,17.3
34256293,17.3
34425595,17.3
34451681,17.3
34739883,17.3
34819422,17.3
35004236,17.3
35019413,17.3
35078194,17.3
35191125,17.3
35195131,17.3
35285773,17.3
35305488,17.3
35341837,17.3
35346648,17.3
35659453,17.3
35673224,17.3
35749827,17.3
36030713,17.3
36271746,17.3
36382382,17.3
36772813,17.3
36808544,17.3
36819519,17.3
36884217,17.3
36889081,17.3
36891623,17.3
36899695,17.3
36942579,17.3
36950808,17.3
36966803,17.3
37084647,17.3
37231491,17.3
37253113,17.3
37460573,17.3
37499467,17.3
37650010,17.3
37704204,17.3
37733955,17.3
37831887,17.3
37853902,17.3
37863314,17.3
37928555,17.3
38091317,17.3
38171766,17.3
38254756,17.3
38366750,17.3
38416367,17.3
38428813,17.3
38436571,17.3
38467679,17.3
38610023,17.3
38641061,17.3
38661610,17.3
38672066,17.3
38683581,17.3
38755277,17.3
38965797,17.3
38990781,17.3
39038191,17.3
39075415,17.3
39193145,17.3
39246272,17.3
39389867,17.3
39410859,17.3
39443709,17.3
39546801,17.3
39750969,17.3
39804937,17.3
39816605,17.3
40139867,17.3
40218034,17.3
40390466,17.3
40621566,17.3
40888160,17.3
41075056,17.3
41170238,17.3
41430570,17.3
41498565,17.3
41537279,17.3
41564561,17.3
41669619,17.3
41809443,17.3
41964139,17.3
41998540,17.3
42011314,17.3
42061195,17.3
42130838,17.3
42239247,17.3
42380819,17.3
42411589,17.3
42489276,17.3
42498132,17.3
42626736,17.3
42956035,17.3
43063921,17.3
43133224,17.3
43308437,17.3
43333690,17.3
43599750,17.3
43646558,17.3
43813323,17.3
43995995,17.3
44056801,17.3
44313270,17.3
44415666,17.3
44456274,17.3
44476216,17.3
44989464,17.3
45026590,17.3
45030619,17.3
45112306,17.3
45273838,17.3
45310374,17.3
45337773,17.3
45339957,17.3
45599548,17.3
45678629,17.3
45811481,17.3
45897270,17.3
45909147,17.3
46439437,17.3
46447621,17.3
46615827,17.3
46653333,17.3
46658115,17.3
46783131,17.3
46881716,17.3
46893329,17.3
47010423,17.3
47021141,17.3
47086001,17.3
47154011,17.3
47373353,17.3
47676204,17.3
47791209,17.3
47940456,17.3
47956695,17.3
47998610,17.3
48000335,17.3
48397340,17.3
48524912,17.3
48545563,17.3
48577900,17.3
48604602,17.3
48628866,17.3
48690056,17.3
48795036,17.3
48998968,17.3
49125491,17.3
49175697,17.3
49346423,17.3
49388645,17.3
49449563,17.3
49526030,17.3
49562843,17.3
49645783,17.3
49667277,17.3
49677708,17.3
49819868,17.3
49876270,17.3
49900794,17.3
49988493,17.3
50016720,17.3
50081497,17.3
50154916,17.3
50212782,17.3
50331490,17.3
50735662,17.3
50773477,17.3
51008091,17.3
51029629,17.3
51088423,17.3
51101039,17.3
51113572,17.3
51500930,17.3
51516424,17.3
51534006,17.3
51748134,17.3
51768050,17.3
51771219,17.3
51807166,17.3
51832612,17.3
51931084,17.3
51955723,17.3
51982332,17.3
52045503,17.3
52061704,17.3
52359554,17.3
52374490,17.3
52403894,17.3
52466727,17.3
52506228,17.3
52625408,17.3
52626861,17.3
52666793,17.3
52785617,17.3
52853818,17.3
52875778,17.3
53037994,17.3
53061322,17.3
53080288,17.3
53190007,17.3
53257285,17.3
53323613,17.3
53505466,17.3
53706734,17.3
53733848,17.3
53799957,17.3
53905127,17.3
54154062,17.3
54202954,17.3
54346083,17.3
54420267,17.3
54598459,17.3
54667009,17.3
54841611,17.3
54861032,17.3
54895811,17.3
55045397,17.3
55125167,17.3
55217981,17.3
55323379,17.3
55350099,17.3
55361665,17.3
55376640,17.3
21797766,17.15
5631671,17.1
8920857,17.1
40200667,17.1
30019427,17.07
48014,17
62906,17
310433,17
325509,17
343674,17
470023,17
479060,17
485864,17
495974,17
519051,17
579131,17
597256,17
636876,17
664570,17
681673,17
889656,17
891878,17
926743,17
1012824,17
1047201,17
1311270,17
1481097,17
1500577,17
1528147,17
1540772,17
1546821,17
1838613,17
1934502,17
1946741,17
1961683,17
2028604,17
2082361,17
2086998,17
2241450,17
2252651,17
2393070,17
2532049,17
2545608,17
2585257,17
2614097,17
2709589,17
2725210,17
2737660,17
2789164,17
2872760,17
2881907,17
2965282,17
2967931,17
2979800,17
3171185,17
3207536,17
3209674,17
3215044,17
3215829,17
3247005,17
3284580,17
3362628,17
3454148,17
3608352,17
3633195,17
3645286,17
3710163,17
3783186,17
3856772,17
3912916,17
4043775,17
4104465,17
4105378,17
4216637,17
4245526,17
4318267,17
4348949,17
4604447,17
4686936,17
4755767,17
4811854,17
4920256,17
5008166,17
5134356,17
5152594,17
5174043,17
5273901,17
5417445,17
5442634,17
5487188,17
5512640,17
5554002,17
5560709,17
5568375,17
5596108,17
5640446,17
5647256,17
5807270,17
5845781,17
5952888,17
5981597,17
5999105,17
6010381,17
6092428,17
6108935,17
6142895,17
6147686,17
6151741,17
6156512,17
6241484,17
6285999,17
6445160,17
6469956,17
6477382,17
6483088,17
6669523,17
6682068,17
6682842,17
6702608,17
6766415,17
6795748,17
6800048,17
6911680,17
6967443,17
7015494,17
7161339,17
7194595,17
7217224,17
7351882,17
7481775,17
7664586,17
7675547,17
7679182,17
7697117,17
7721640,17
7789774,17
7829652,17
7865527,17
7870541,17
7974266,17
8016269,17
8019625,17
8069991,17
8092114,17
8092906,17
8092944,17
8104510,17
8145898,17
8211728,17
8289558,17
8322664,17
8398915,17
8534466,17
8545515,17
8671141,17
8688942,17
8698322,17
8699303,17
8744115,17
8747318,17
8957987,17
9033010,17
9053199,17
9095205,17
9188871,17
9202252,17
9358527,17
9396276,17
9478201,17
9702492,17
9736936,17
9807319,17
9836547,17
9892918,17
10010805,17
10036151,17
10046716,17
10091192,17
10145970,17
10189158,17
10335170,17
10511026,17
10531983,17
10625585,17
10798563,17
10858098,17
10859734,17
10869453,17
10870397,17
10874806,17
10935523,17
11032591,17
11136436,17
11171346,17
11336581,17
11357546,17
11438823,17
11536929,17
11682669,17
11689318,17
11791456,17
11815568,17
11994299,17
12014082,17
12041882,17
12075258,17
12276455,17
12389108,17
12408510,17
12527527,17
12536104,17
12565137,17
12604636,17
12640329,17
12642865,17
12654865,17
12736101,17
12742022,17
12790920,17
12794111,17
12811040,17
12879216,17
12893520,17
13168397,17
13265297,17
13269102,17
13451361,17
13549229,17
13600993,17
13616139,17
13616832,17
13712613,17
13787158,17
13835613,17
13946780,17
13996017,17
14068834,17
14150579,17
14371032,17
14460334,17
14499983,17
14615341,17
14666193,17
14667187,17
14692561,17
14711174,17
14712982,17
14770495,17
14778980,17
15043727,17
15083356,17
15098912,17
15124038,17
15136038,17
15147613,17
15160184,17
15169892,17
15329318,17
15418671,17
15432574,17
15444247,17
15552253,17
15635027,17
